,Code,channel,comments,engagement_anger,engagement_haha,engagement_like,engagement_love,engagement_sorry,engagement_wow,link,postId,reach,shares,text,time,type
403,0,SRF Kultur,1,0,0,3,0,0,0,http://www.facebook.com/permalink.php?story_fbid=1723884154340064&id=106604179401411,106604179401411_1723884154340064,2693,1,"Sex in Langzeitbeziehungen ist ein Tabu: «Wir können problemlos über Fetische diskutieren, aber wenn es um unseren #Sex geht, sind wir hilflos», weiss Psychologin Caroline Fux. Stimmt’s?

#seitentriebe #liebe",02.03.2018 20:02:00,Video
404,0,SRF News,36,1,3,418,25,86,16,http://www.facebook.com/permalink.php?story_fbid=1564254247022884&id=289943751120613,289943751120613_1564254247022884,35093,81,Sepp Gisler war Wildheuer. Ein wertvoller und vor allem gefährlicher Beruf. ^ff,02.03.2018 19:47:53,Video
405,0,SRF Kultur,1,0,2,2,1,0,0,http://www.facebook.com/permalink.php?story_fbid=1724082030986943&id=106604179401411,106604179401411_1724082030986943,1212,0,Sonntagnacht heisst es wieder: «And the Oscar goes to ...» Weisst du über den goldigen Mann Bescheid? Teste hier dein Wissen! www.srf.ch/kultur/film-serien/das-oscar-quiz-alles-oscar-oder-was-teste-dein-wissen-zum-goldmaennchen,02.03.2018 19:00:00,Photo
406,0,SRF News,19,0,2,45,0,21,1,http://www.facebook.com/permalink.php?story_fbid=1564152647033044&id=289943751120613,289943751120613_1564152647033044,18933,20,"Die Journalistin Inga Rogg berichtet seit Jahren über den Krieg in Syrien. Das schwierigste sei, herauszufinden, wer die Wahrheit sagt. #SocialAudio",02.03.2018 17:42:04,Video
407,0,SRF DOK,2,0,2,211,31,0,10,http://www.facebook.com/permalink.php?story_fbid=10156775982065348&id=233410473368138,233410473368138_10156775982065348,24886,33,"Sie ist jung, voller Tatendrang und will die Welt entdecken. Dabei soll sie auch ihr Rollstuhl nicht bremsen. Rahel Ebneter macht ihre Träume wahr. Eine inspirierende Geschichte.",02.03.2018 17:01:00,Video
408,0,SRF 3,0,0,0,2,1,0,0,http://www.facebook.com/permalink.php?story_fbid=10155684487498402&id=48486263401,48486263401_10155684487498402,8918,0,"Unser SRF 3-Filmcrack Laszlo Schneider lehnt sich mal gaaaaanz weit aus dem Fenster... und sagt dir, wer den Oscar für den besten Film gewinnen wird. Und warum. Und ohne Gewähr. 🏆",02.03.2018 17:00:00,Link
409,0,SRF Kultur,0,0,0,22,2,0,0,http://www.facebook.com/permalink.php?story_fbid=1723858717675941&id=106604179401411,106604179401411_1723858717675941,1935,0,"Unser Kinotipp: «Call Me By Your Name»
Eine Sommerliebe wirbelt das Leben des Teenagers Elio (grossartig: Timothée Chalamet) kräftig durcheinander – leidenschaftlich, herzzerreissend und wunderschön. www.srf.ch/kultur/film-serien/neu-im-kino-call-me-by-your-name-ohne-schoenheitsfehler-waer-s-zu-schoen",02.03.2018 17:00:00,Photo
410,0,SRF News,9,0,0,67,7,21,3,http://www.facebook.com/permalink.php?story_fbid=1564085720373070&id=289943751120613,289943751120613_1564085720373070,13329,24,"Furchtlos, schnell, erfolgreich. Luigi Taveri ist der erfolgreichste Schweizer Motorrad-Fahrer aller Zeiten. Nun ist der Held des Asphalts mit 88 Jahren gestorben. ^ps",02.03.2018 16:28:10,Video
411,0,SRF Kultur,0,0,0,23,1,0,0,http://www.facebook.com/permalink.php?story_fbid=1724055060989640&id=106604179401411,106604179401411_1724055060989640,4259,1,"Wenn Brando nicht will und Benigni ausflippt: Oscar-Momente, die wir nie vergessen werden.",02.03.2018 15:34:27,Video
412,2,SRF News,5,0,5,16,0,2,1,http://www.facebook.com/permalink.php?story_fbid=1564029000378742&id=289943751120613,289943751120613_1564029000378742,10565,5,Putzkraft gesucht? Künftig muss man sich dafür beim RAV melden. ^rs,02.03.2018 15:30:16,Video
413,0,SRF 3,6,0,0,81,6,0,1,http://www.facebook.com/permalink.php?story_fbid=10155684445083402&id=48486263401,48486263401_10155684445083402,27002,0,Mona Vetsch ist zurück! Und ab nächsten Montag ist sie auf der Jagd nach DEINEN Geschichten – mit welcher Story kannst du z.B. alle Gäste am Apéro zum Staunen bringen?😱 #MonAmMontag #EineWieKeine,02.03.2018 14:40:39,Video
414,0,SRF News,52,5,2,32,7,4,0,http://www.facebook.com/permalink.php?story_fbid=1563983307049978&id=289943751120613,289943751120613_1563983307049978,12343,5,Vegane Ernährung liegt im Trend: Was halten Sie davon? ^ls,02.03.2018 14:35:25,Video
415,0,SRF News,3,0,1,10,0,0,0,http://www.facebook.com/permalink.php?story_fbid=1563951743719801&id=289943751120613,289943751120613_1563951743719801,13481,1,"Zorro, Jesus, Pepperminta? Was geht fürs Baby, was nicht? Eine Zivilstandsbeamtin gibt Einblick. ^ak 

(via SRF Kultur)",02.03.2018 13:56:36,Link
416,0,SRF News,11,1,0,14,0,0,1,http://www.facebook.com/permalink.php?story_fbid=1563930657055243&id=289943751120613,289943751120613_1563930657055243,8201,0,"Wegen Äusserungen über eine Arbeitskollegin war dem Mann fristlos gekündigt worden. Zu Unrecht, so das Bundesgericht. ^ak",02.03.2018 13:28:47,Link
417,0,SRF Kultur,3,0,1,9,0,0,1,http://www.facebook.com/permalink.php?story_fbid=1723939681001178&id=106604179401411,106604179401411_1723939681001178,3642,0,"Jesus, Pepperminta oder gar Cocacola? Welche Vornamen in der Schweiz erlaubt sind, weiss eine Zivilstandsbeamtin. www.srf.ch/kultur/gesellschaft-religion/namensgebung-in-der-schweiz-kuriose-babynamen-bei-cocacola-hoert-der-spass-auf",02.03.2018 13:21:15,Photo
418,0,SRF Sport,103,11,10,100,1,0,2,http://www.facebook.com/permalink.php?story_fbid=2163334223691710&id=126546190703867,126546190703867_2163334223691710,37055,3,Die Vergabe des Finals YB - FCZ ins Stade de Suisse sorgt für Aufregung. Die Zürcher Medien urteilen differenziert.,02.03.2018 11:46:03,Link
419,0,SRF Kultur,1,0,0,2,0,0,0,http://www.facebook.com/permalink.php?story_fbid=1723846884343791&id=106604179401411,106604179401411_1723846884343791,647,0,«Nomen est omen» – das wussten schon die alten Römer. Beim «Hörpunkt» steht heute der ganze Tag im Namen der Namen. Welche Macht haben sie? Was bedeuten sie? Jetzt auf Radio SRF 2 Kultur.,02.03.2018 11:19:10,Link
420,0,SRF Sport,0,0,0,15,1,0,0,http://www.facebook.com/permalink.php?story_fbid=2163269317031534&id=126546190703867,126546190703867_2163269317031534,22753,3,,02.03.2018 10:38:01,Video
421,0,SRF News,0,1,1,21,1,0,0,http://www.facebook.com/permalink.php?story_fbid=1563784683736507&id=289943751120613,289943751120613_1563784683736507,31038,6,Nach Olympia ist vor der Fussball-WM! Die Nati hat bereits ihr Quartier in Russland inspiziert. Zweckmässig sieht das aus. ^ps,02.03.2018 10:24:18,Video
422,0,SRF Sport,127,0,3,268,9,0,29,http://www.facebook.com/permalink.php?story_fbid=2163233610368438&id=126546190703867,126546190703867_2163233610368438,46886,18,Glück oder einsame Klasse?,02.03.2018 09:58:32,Video
423,0,SRF News,34,29,6,16,1,5,2,http://www.facebook.com/permalink.php?story_fbid=1563753470406295&id=289943751120613,289943751120613_1563753470406295,9754,25,"Gerade sind Sie offensichtlich auf Facebook. Wussten Sie, dass diese und alle Ihre Surfbewegungen zum Zweck der Strafverfolgung gespeichert werden? ^ak",02.03.2018 09:21:50,Photo
424,0,SRF 3,5,0,16,48,0,0,1,http://www.facebook.com/permalink.php?story_fbid=10155683809598402&id=48486263401,48486263401_10155683809598402,35600,7,Roger Köppel holt den Papst ab – und – äh – wie viele Kinder hat Roger Federer schon wieder? Die Freitagsrunde um Fabian Unteregger klärt auf. #ZumGlückistFreitag #ZumGlückistFreitag,02.03.2018 08:41:28,Video
425,1,SRF News,23,3,15,39,1,0,8,http://www.facebook.com/permalink.php?story_fbid=1563699040411738&id=289943751120613,289943751120613_1563699040411738,16785,12,"Achtung, Inländervorrang: Auch wer zu Hause eine Putzfrau oder einen Nachhilfelehrer anstellen will, muss die Stelle zuerst beim RAV melden. ^ak 🤔",02.03.2018 08:00:03,Link
426,0,SRF News,7,4,6,7,0,0,1,http://www.facebook.com/permalink.php?story_fbid=1563678807080428&id=289943751120613,289943751120613_1563678807080428,8521,1,Der US-Präsident will Strafzölle auf Stahl- und Aluminium-Importe erheben. Die EU will nun «angemessen reagieren». ^ak,02.03.2018 07:29:51,Link
427,0,SRF 3,21,0,97,323,10,0,1,http://www.facebook.com/permalink.php?story_fbid=10155681828823402&id=48486263401,48486263401_10155681828823402,44041,18,"Nickless who? Das sagen Chris von Rohr, Dodo, Marc Sway und andere Schweizer Musiker über das neue Album 😂",02.03.2018 07:06:00,Video
428,0,SRF Sport,0,0,0,58,1,0,0,http://www.facebook.com/permalink.php?story_fbid=2163036893721443&id=126546190703867,126546190703867_2163036893721443,22020,4,In gut 3 Monaten bezieht die Nati ihr WM-Quartier in Russland. Der Coach hat in Togliatti erste Eindrücke gewonnen.,02.03.2018 06:47:02,Link
429,0,SRF Sport,89,0,25,176,4,0,0,http://www.facebook.com/permalink.php?story_fbid=2096603477031452&id=126546190703867,126546190703867_2096603477031452,52517,6,Marcel Waldowsky spielt bei den Blue Devils Weiden in der dritten deutschen Eishockey-Liga. Der Mann ist aber mit Herz und Seele dabei. Seine Mitspieler offenbar weniger... Welch eine Standpauke 😂,16.01.2018 21:38:36,Video
430,0,SRF News,16,0,1,107,5,0,57,http://www.facebook.com/permalink.php?story_fbid=1519220724859570&id=289943751120613,289943751120613_1519220724859570,16711,40,Das Sturmtief «Evi» fegt über die Schweiz und sorgt unter anderem für magische Momente. ^red,16.01.2018 20:57:42,Video
431,0,SRF News,18,4,1,52,0,0,1,http://www.facebook.com/permalink.php?story_fbid=1519096384872004&id=289943751120613,289943751120613_1519096384872004,18501,10,Hat Ihnen ein Vermieter schon mal eine Monatsmiete geschenkt? Sowas könnte bald schon häufiger vorkommen. #SocialAudio,16.01.2018 18:00:57,Video
432,0,SRF Kultur,1,0,0,3,1,0,0,http://www.facebook.com/permalink.php?story_fbid=1677681322293681&id=106604179401411,106604179401411_1677681322293681,2835,2,Wie können sich Menschen nach einem Schlaganfall wieder rascher bewegen? Ein Lausanner Start-Up tüftelt nach Lösungen in der virtuellen Realität: www.srf.ch/kultur/wissen/reha-der-zukunft-wie-virtual-reality-gelaehmten-patienten-helfen-kann,16.01.2018 17:25:19,Photo
433,0,SRF News,12,1,0,14,0,63,1,http://www.facebook.com/permalink.php?story_fbid=1519070978207878&id=289943751120613,289943751120613_1519070978207878,8373,2,,16.01.2018 17:24:13,Link
434,0,SRF Kultur,0,0,0,5,0,0,0,http://www.facebook.com/permalink.php?story_fbid=1677588802302933&id=106604179401411,106604179401411_1677588802302933,2261,0,Nach der neusten Folge von Der Bestatter ist Schauspieler Reto Stalder heute um 21:05 Uhr bei uns im Livechat. Stellt jetzt eure Fragen an den Fabio-Darsteller: https://www.srf.ch/sendungen/der-bestatter/chat-mit-reto-stalder-4,16.01.2018 17:00:00,Photo
435,0,SRF News,0,0,0,7,0,0,4,http://www.facebook.com/permalink.php?story_fbid=1519046848210291&id=289943751120613,289943751120613_1519046848210291,10272,1,50 Stunden Arbeit stecken im begehrstesten Deutschen Filmpreis. ^ff,16.01.2018 16:58:49,Video
436,0,SRF Kultur,0,0,0,0,0,0,0,http://www.facebook.com/permalink.php?story_fbid=1677652082296605&id=106604179401411,106604179401411_1677652082296605,2385,0,Pochende Kopfschmerzen und Schweissausbrüche: Habe ich eine Grippe oder zu viel Champagner getrunken? – fragt sich The New York Times-Autorin Margaret Renkl.,16.01.2018 16:44:12,Link
437,0,SRF Sport,22,12,1,365,2,0,15,http://www.facebook.com/permalink.php?story_fbid=10214922290480342&id=126546190703867,126546190703867_10214922290480342,82974,22,So verärgert erlebt man Beat Feuz selten. Die diesjährige «Streif» passt ihm bisher gar nicht.,16.01.2018 16:39:51,Video
438,0,SRF News,48,22,3,41,3,4,4,http://www.facebook.com/permalink.php?story_fbid=1518983204883322&id=289943751120613,289943751120613_1518983204883322,13365,7,Dieses Jahr sind am WEF in Davos alle Augen auf Donald Trump gerichtet. Und zudem stellen die grösste Delegation die USA. ^mh,16.01.2018 15:39:00,Photo
439,0,SRF Kultur,0,0,0,49,3,0,0,http://www.facebook.com/permalink.php?story_fbid=1677573738971106&id=106604179401411,106604179401411_1677573738971106,7815,19,Nach einem Burnout fallen die alltäglichsten Handlungen schwer. Davon erzählt der berührende Dokfilm «Weg vom Fenster».,16.01.2018 14:59:18,Link
440,0,SRF Sport,1,0,40,231,6,0,0,http://www.facebook.com/permalink.php?story_fbid=10214921676464992&id=126546190703867,126546190703867_10214921676464992,28853,2,«Das ist nicht mein Baby!» - Roger Federer sorgt für einen Lacher auf dem Centre Court der Australian Open.,16.01.2018 14:52:37,Video
441,0,SRF News,64,104,1,1025,38,171,46,http://www.facebook.com/permalink.php?story_fbid=1518930194888623&id=289943751120613,289943751120613_1518930194888623,86754,338,An bekannten Schweizer Bühnen tanzen Künstler für weniger als 4000 Franken. ^ak,16.01.2018 14:26:20,Video
442,0,SRF Kultur,0,0,0,21,3,0,0,http://www.facebook.com/permalink.php?story_fbid=1677520208976459&id=106604179401411,106604179401411_1677520208976459,3745,3,Ab Mai gibt es ein neues Gesicht im #srfliteraturclub: Der österreichische Schriftsteller und Literaturwissenschaftler Raoul Schrott stösst zum Kritikerteam.,16.01.2018 13:45:51,Link
443,0,SRF News,3,3,0,14,1,18,5,http://www.facebook.com/permalink.php?story_fbid=1518861721562137&id=289943751120613,289943751120613_1518861721562137,13450,2,Oliver Ivanovic ist in Mitrovica erschossen worden.^rs,16.01.2018 13:14:36,Video
444,0,SRF 3,246,0,131,701,21,0,5,http://www.facebook.com/permalink.php?story_fbid=10155564136803402&id=48486263401,48486263401_10155564136803402,109934,103,Unser SRF 3-Fasnachtscrack Marco Thomann hat den diesjährigen Guggen-Überhit geblasen 😉🤓👹,16.01.2018 13:05:50,Video
445,0,SRF Sport,19,3,0,43,0,248,5,http://www.facebook.com/permalink.php?story_fbid=2096066520418481&id=126546190703867,126546190703867_2096066520418481,18910,20,Der Olympia-Silbergewinner von 1996 erliegt 64-jährig den Folgen eines Hirnschlags.,16.01.2018 12:34:47,Link
446,0,SRF Sport,2,0,0,78,3,0,0,http://www.facebook.com/permalink.php?story_fbid=10214920773602421&id=126546190703867,126546190703867_10214920773602421,34986,2,Selbstkritisch bewertet Roger Federer sein Startspiel an den Australian Open.,16.01.2018 12:22:08,Video
447,0,SRF Kultur,0,0,0,1,0,3,0,http://www.facebook.com/permalink.php?story_fbid=1677399685655178&id=106604179401411,106604179401411_1677399685655178,2096,0,"Zwei Konfessionen, ein Zwist: Der Nordirlandkonflikt ist ein Streit zwischen zwei Religionen, bei dem es nicht wirklich um Religion geht.",16.01.2018 12:05:00,Link
448,0,SRF Kultur,0,0,0,1,0,0,0,http://www.facebook.com/permalink.php?story_fbid=1677452095649937&id=106604179401411,106604179401411_1677452095649937,3113,1,,16.01.2018 12:02:35,Photo
449,0,SRF Sport,0,0,0,46,1,0,0,http://www.facebook.com/permalink.php?story_fbid=10214920449874328&id=126546190703867,126546190703867_10214920449874328,14787,1,Das Leiden hat sich ausgezahlt – entsprechend glücklich ist Stan Wawrinka über sein Comeback.,16.01.2018 11:01:08,Video
450,0,SRF Sport,4,0,0,176,3,0,0,http://www.facebook.com/permalink.php?story_fbid=2095972580427875&id=126546190703867,126546190703867_2095972580427875,4957,7,"Titelverteidiger Roger Federer startet erfolgreich in die Australian Open 2018: Er besiegt Aljaz Bedene 6:3, 6:4, 6:3.",16.01.2018 10:57:09,Link
451,2,SRF News,11,2,7,32,0,0,2,http://www.facebook.com/permalink.php?story_fbid=1518757048239271&id=289943751120613,289943751120613_1518757048239271,8245,5,Deutsche Sprachwissenschaftler küren seit 1991 das Unwort des Jahres. ^cs,16.01.2018 10:24:52,Photo
452,0,SRF Kultur,2,0,0,11,3,0,1,http://www.facebook.com/permalink.php?story_fbid=1677362672325546&id=106604179401411,106604179401411_1677362672325546,2976,0,,16.01.2018 10:00:26,Video
453,0,SRF Sport,4,1,0,57,2,0,0,http://www.facebook.com/permalink.php?story_fbid=10214920222548645&id=126546190703867,126546190703867_10214920222548645,13839,2,So kennen wir Roger Federer – auch die kompliziertesten Schläge wirken bei ihm leicht.,16.01.2018 09:55:46,Video
454,0,SRF News,5,0,0,6,1,22,1,http://www.facebook.com/permalink.php?story_fbid=1518724324909210&id=289943751120613,289943751120613_1518724324909210,6420,2,,16.01.2018 09:31:16,Photo
455,0,SRF Sport,2,0,0,42,1,0,0,http://www.facebook.com/permalink.php?story_fbid=2095872510437882&id=126546190703867,126546190703867_2095872510437882,2637,2,Für Roger Federer beginnen die Australian Open mit dem Match gegen Aljaz Bedene – ab 9:00 Uhr auf SRF zwei und hier im Liveticker: https://www.srf.ch/sport/resultcenter/tennis?eventId=376039 (Bild: Reuters),16.01.2018 08:26:20,Photo
456,0,SRF News,5,9,0,13,0,7,0,http://www.facebook.com/permalink.php?story_fbid=1518693081579001&id=289943751120613,289943751120613_1518693081579001,7430,7,Viele Alltagsprodukte enthalten Carnauba. Die Bedingungen auf den brasilianischen Farmen sind meist bedenklich. ^cs,16.01.2018 08:25:13,Link
457,0,SRF Kultur,0,0,0,10,1,0,0,http://www.facebook.com/permalink.php?story_fbid=1677312525663894&id=106604179401411,106604179401411_1677312525663894,4275,1,"Als das Bauhaus schon Geschichte war, entstand in Chicago das «New Bauhaus». Dort wurde – mit teils bizarren Experimenten – der Grundstein für Fotografie als Kunstform gelegt: www.srf.ch/kultur/kunst/new-bauhaus-als-die-kamera-mit-der-kunst-liebaeugelte (Bild: bauhausarchiv)",16.01.2018 08:24:39,Photo
458,0,SRF News,21,3,9,21,0,0,26,http://www.facebook.com/permalink.php?story_fbid=1518685918246384&id=289943751120613,289943751120613_1518685918246384,18417,10,Auto hebt ab – und landet in einer Zahnarztpraxis.  ^rs,16.01.2018 08:15:19,Video
459,0,SRF 3,0,0,0,70,0,0,0,http://www.facebook.com/permalink.php?story_fbid=10155563580858402&id=48486263401,48486263401_10155563580858402,23295,0,Mit Stan Wawrinka ist wieder zu rechnen!😎🎾👉,16.01.2018 07:37:37,Link
460,0,SRF News,59,0,175,244,8,3,4,http://www.facebook.com/permalink.php?story_fbid=1518659911582318&id=289943751120613,289943751120613_1518659911582318,23113,36,🙊 ^cs,16.01.2018 07:19:08,Photo
461,0,SRF Sport,11,0,0,322,4,0,1,http://www.facebook.com/permalink.php?story_fbid=2095820993776367&id=126546190703867,126546190703867_2095820993776367,27685,5,Gelungener Einstand nach langer Verletzungspause: Stan Wawrinka steht an den Australian Open nach einem Viersatzsieg in Runde 2.,16.01.2018 07:09:23,Link
462,0,SRF News,1,1,0,15,1,0,1,http://www.facebook.com/permalink.php?story_fbid=1518648501583459&id=289943751120613,289943751120613_1518648501583459,12578,1,"Drücken, stossen, rempeln – auf Rolltreppen nicht selten. So geht es ohne Konflikte. ^cs",16.01.2018 07:06:48,Video
463,0,SRF 3,485,12,2290,4167,70,14,30,http://www.facebook.com/permalink.php?story_fbid=10155561880938402&id=48486263401 ,48486263401_10155561880938402,241794,1126,Die Grippe grassiert in der Schweiz – Männer und Frauen gehen damit nicht wirklich gleich um😉🤧🤒😷 #srf3cartoon,16.01.2018 06:03:00,Photo
